CustomerID;Age;MaritalStatus;NumberChildren AtHome;YearlyIncome;BikeBuyer;AvgMonthSpend;Savingscapacity;BikeBuyerText
27605;40;1;2;54200;1;55.34;53535.92;YES
14106;21;2;0;60908;1;51.97;60284.36;YES
29293;30;2;0;105007;1;54.5;104353;YES
17669;40;1;1;32319;1;48.12;31741.56;YES
23540;35;2;0;52311;0;57.27;51623.76;NO
19710;36;2;0;82851;0;54.25;82200;NO
21495;46;1;2;29111;0;53.22;28472.36;NO
14773;29;1;1;81985;1;52.19;81358.72;YES
29082;48;2;0;33954;0;46.19;33399.72;NO
14021;21;2;0;29016;0;45.76;28466.88;NO
23689;50;1;1;33152;1;50.02;32551.76;YES
13485;59;1;2;80331;1;53.77;79685.76;YES
14179;51;2;1;79235;0;51.62;78615.56;NO
15084;27;2;0;35390;0;50.42;34784.96;NO
27193;23;2;0;136457;0;52.17;135830.96;NO
20423;44;2;0;53549;0;53.1;52911.8;NO
18300;36;1;1;85674;1;50.64;85066.32;YES
21781;50;1;0;129242;1;52.48;128612.24;YES
28780;41;1;2;61829;1;52.85;61194.8;YES
25162;32;2;0;111980;1;59.52;111265.76;YES
26829;29;1;1;54675;1;52.61;54043.68;YES
11345;40;2;0;106648;1;53.81;106002.28;YES
22539;24;2;0;58037;0;52.65;57405.2;NO
26226;24;1;0;106062;1;51.69;105441.72;YES
22654;31;2;0;28008;0;56.39;27331.32;NO
20389;57;1;0;86828;0;50.62;86220.56;NO
27716;35;2;0;61109;1;57.61;60417.68;YES
23670;58;1;1;35142;0;47.02;34577.76;NO
28410;20;1;0;59673;0;48.54;59090.52;NO
21755;54;1;1;133272;1;56.63;132592.44;YES
12254;54;2;0;81957;0;50.09;81355.92;NO
17082;23;2;0;103314;0;52.78;102680.64;NO
25122;30;2;0;103546;1;51.61;102926.68;YES
25619;29;1;1;58317;1;48.05;57740.4;YES
24940;57;1;0;55825;0;48.53;55242.64;NO
13117;31;2;0;36367;0;48.33;35787.04;NO
12460;28;2;0;107852;1;54.89;107193.32;YES
13619;21;1;0;105888;0;51.31;105272.28;NO
23455;41;2;0;31956;0;50.51;31349.88;NO
20986;20;1;0;83026;1;50.25;82423;YES
26141;30;2;0;110808;1;56.85;110125.8;YES
19074;49;1;2;51566;1;50.94;50954.72;YES
23214;33;1;1;132962;1;54.67;132305.96;YES
11313;44;2;0;135064;1;55.61;134396.68;YES
26113;44;2;0;135997;1;54.2;135346.6;YES
15865;26;2;0;57770;0;49.68;57173.84;NO
25060;24;2;0;113290;0;54.55;112635.4;NO
17902;55;1;1;81214;0;54.11;80564.68;NO
27898;37;1;0;80624;0;49.58;80029.04;NO
19921;51;2;0;106908;0;53.03;106271.64;NO
21186;32;2;0;51796;0;56.24;51121.12;NO
19129;26;1;1;80764;1;52.27;80136.76;YES
25626;33;1;0;35297;0;47.28;34729.64;NO
15009;20;2;0;78604;0;51.54;77985.52;NO
22070;34;1;0;102869;0;57.71;102176.48;NO
13303;41;1;1;62293;1;54.24;61642.12;YES
27822;35;2;0;34607;1;48.11;34029.68;YES
14908;41;1;1;53042;1;50.06;52441.28;YES
27981;26;2;0;106195;0;55.41;105530.08;NO
15995;45;1;0;106360;1;51.7;105739.6;YES
23808;39;1;1;110288;1;54.03;109639.64;YES
18679;25;2;0;112590;1;52.71;111957.48;YES
23721;48;1;1;30844;1;52.73;30211.24;YES
21351;57;1;0;109611;0;51;108999;NO
17867;30;2;0;111685;1;52.96;111049.48;YES
16907;58;2;1;30259;1;49.14;29669.32;YES
20288;21;2;0;82339;0;52.62;81707.56;NO
22874;35;2;0;87633;1;61.12;86899.56;YES
20681;28;2;0;80782;1;51.66;80162.08;YES
15370;41;1;0;57125;1;48.74;56540.12;YES
22593;36;2;0;56092;1;50.33;55488.04;YES
11884;38;1;0;131943;1;52.71;131310.48;YES
25021;47;1;0;52627;0;50.78;52017.64;NO
15982;37;1;0;26331;0;53.52;25688.76;NO
19088;22;2;0;27908;0;48.73;27323.24;NO
19331;32;2;0;56751;0;60.78;56021.64;NO
16587;44;1;1;32619;1;57.06;31934.28;YES
11260;32;1;0;105983;0;51.26;105367.88;NO
18687;26;1;1;128877;1;52.95;128241.6;YES
25906;53;2;1;55000;1;49.93;54400.84;YES
22969;21;2;0;50910;0;48.8;50324.4;NO
29397;32;1;1;57493;1;52.42;56863.96;YES
25702;55;2;1;82095;1;53.16;81457.08;YES
12346;22;2;0;136001;0;56.7;135320.6;NO
18272;30;1;0;104443;1;51.04;103830.52;YES
25159;33;2;0;59013;0;49.99;58413.12;NO
25368;38;2;0;54240;0;56.33;53564.04;NO
13369;50;1;0;103150;1;50.8;102540.4;YES
18059;37;1;1;108823;1;53.12;108185.56;YES
12522;21;2;0;77300;0;53.95;76652.6;NO
16375;40;1;0;82308;1;49.8;81710.4;YES
17683;39;2;0;129719;0;56.22;129044.36;NO
14990;21;2;0;36588;0;46.38;36031.44;NO
29201;40;2;0;81053;0;50.38;80448.44;NO
15111;46;1;2;35160;1;48.62;34576.56;YES
25772;40;2;0;57655;0;57.32;56967.16;NO
12178;43;1;1;61513;1;57.36;60824.68;YES
14083;16;1;0;57933;1;48.84;57346.92;YES
14281;24;2;0;104429;1;54.84;103770.92;YES
19895;45;1;0;32494;1;52.5;31864;YES
11137;19;1;0;51293;0;48.28;50713.64;NO
19042;52;1;1;78805;1;49.99;78205.12;YES
14690;17;2;0;33244;0;48.21;32665.48;NO
20331;35;1;1;30115;1;59.27;29403.76;YES
16928;50;2;1;55404;1;50.3;54800.4;YES
12013;44;2;0;34165;0;47.46;33595.48;NO
17530;41;1;1;57132;1;53.79;56486.52;YES
27131;28;2;0;132560;0;52.2;131933.6;NO
26110;42;1;1;53062;1;54.72;52405.36;YES
13343;54;1;1;79950;1;52.93;79314.84;YES
29138;34;1;0;83167;1;57.56;82476.28;YES
22522;35;2;0;77729;1;51.78;77107.64;YES
18161;43;1;1;54058;1;48.36;53477.68;YES
27571;38;1;0;87071;1;50.5;86465;YES
16500;22;2;0;26818;0;47.15;26252.2;NO
14881;43;1;0;52630;1;49.83;52032.04;YES
26384;41;1;0;83410;1;54.85;82751.8;YES
26162;37;1;1;83299;1;51.33;82683.04;YES
27398;54;2;1;54201;0;50.72;53592.36;NO
13710;31;2;0;133136;1;53.04;132499.52;YES
21252;18;2;0;60371;1;51.53;59752.64;YES
14911;40;1;1;55220;1;48.65;54636.2;YES
22102;37;1;0;85098;0;53.81;84452.28;NO
28082;29;2;0;129013;1;54.8;128355.4;YES
29044;29;2;0;106013;1;55.82;105343.16;YES
26800;20;2;0;77922;1;51.39;77305.32;YES
16392;28;1;0;104734;0;51.2;104119.6;NO
11961;24;2;0;83202;0;53.98;82554.24;NO
25001;53;1;1;61391;1;50.08;60790.04;YES
21494;46;2;0;82687;0;52.24;82060.12;NO
21128;22;2;0;83361;0;50.99;82749.12;NO
15720;23;1;0;57161;1;47.93;56585.84;YES
15048;36;1;1;109320;1;54.16;108670.08;YES
26631;37;1;1;27866;0;58.64;27162.32;NO
20082;44;2;0;53889;0;49.64;53293.32;NO
22147;50;1;0;53916;1;48.5;53334;YES
16522;18;1;0;56880;0;48.52;56297.76;NO
22201;40;1;1;85533;1;53.51;84890.88;YES
25972;34;2;0;109072;0;51.35;108455.8;NO
17885;35;1;0;110148;0;52.17;109521.96;NO
13419;32;1;1;103959;1;55.47;103293.36;YES
15827;18;2;0;54230;0;49.34;53637.92;NO
26644;39;2;0;133903;1;54.91;133244.08;YES
20335;35;2;0;79311;1;57.12;78625.56;YES
28170;36;1;0;84084;1;49.84;83485.92;YES
26306;28;2;0;54821;1;51.55;54202.4;YES
14739;42;1;1;77748;1;56.89;77065.32;YES
19748;51;1;2;27122;0;46.82;26560.16;NO
14969;34;2;0;62520;1;50.43;61914.84;YES
22061;18;2;0;55096;0;48.2;54517.6;NO
21464;52;1;1;83229;1;54.53;82574.64;YES
23570;58;1;0;60347;0;48.28;59767.64;NO
11259;32;1;1;27006;0;47.03;26441.64;NO
23631;48;2;0;56071;0;53.02;55434.76;NO
17165;47;2;0;51705;1;48.04;51128.52;YES
28860;31;1;1;87993;1;61.69;87252.72;YES
21309;42;1;0;81913;1;50.37;81308.56;YES
18266;33;2;0;55838;1;51.84;55215.92;YES
26936;38;2;0;32924;0;48.47;32342.36;NO
19540;37;1;2;136633;1;52.44;136003.72;YES
23475;63;1;0;28954;0;45.77;28404.76;NO
15557;37;1;0;78271;0;54.57;77616.16;NO
28144;23;2;0;54082;1;52.55;53451.4;YES
25222;36;2;0;102019;1;51.15;101405.2;YES
24481;39;1;0;58336;1;55.31;57672.28;YES
26137;30;1;0;106235;1;50.93;105623.84;YES
28577;31;1;0;132506;0;55.78;131836.64;NO
22223;40;1;2;61547;1;52.04;60922.52;YES
16903;59;2;1;134871;1;54.78;134213.64;YES
12277;28;2;0;51970;0;48.52;51387.76;NO
23849;26;2;0;129017;1;52.94;128381.72;YES
27965;48;2;0;51980;0;49.82;51382.16;NO
18258;29;2;0;107530;0;53.85;106883.8;NO
15469;26;1;0;80444;1;49.84;79845.92;YES
24412;35;2;0;105715;1;52.54;105084.52;YES
29260;62;2;0;77151;1;53.76;76505.88;YES
19547;39;1;0;81669;0;50.68;81060.84;NO
28680;30;2;0;81432;0;53.33;80792.04;NO
21877;21;2;0;34298;1;49.64;33702.32;YES
20141;38;1;0;107934;0;50.55;107327.4;NO
27061;24;2;0;109457;1;55.18;108794.84;YES
23147;27;1;1;54266;1;48.71;53681.48;YES
14169;29;2;0;26150;0;45.07;25609.16;NO
19142;30;1;1;112302;1;65.29;111518.52;YES
20199;37;1;1;81542;1;52.28;80914.64;YES
12114;45;1;1;51854;1;48.96;51266.48;YES
26343;31;2;0;54153;1;49.83;53555.04;YES
28322;33;2;0;105736;0;60.95;105004.6;NO
19498;18;2;0;54626;1;49.02;54037.76;YES
14131;19;1;0;83144;1;49.95;82544.6;YES
15157;56;1;2;135029;1;52.19;134402.72;YES
11199;50;1;0;52476;1;48.37;51895.56;YES
28902;43;2;0;84807;0;51.68;84186.84;NO
12016;21;2;0;36634;1;47.45;36064.6;YES
16065;28;2;0;84866;0;52.34;84237.92;NO
27085;26;1;1;79867;1;51.3;79251.4;YES
12707;55;1;0;51783;0;48.34;51202.92;NO
15046;53;1;1;55768;1;49.91;55169.08;YES
21710;38;1;1;80690;1;53.74;80045.12;YES
24292;23;1;0;30247;1;46.58;29688.04;YES
28225;40;1;0;83705;1;54.01;83056.88;YES
19101;26;2;0;106597;0;50.76;105987.88;NO
24775;25;1;1;60958;1;48.95;60370.6;YES
17608;32;2;0;111130;1;63.85;110363.8;YES
25440;32;1;0;53604;1;48.03;53027.64;YES
24290;22;1;0;57269;0;48.55;56686.4;NO
18599;33;2;0;61287;1;51.94;60663.72;YES
23548;21;2;0;77098;0;49.88;76499.44;NO
14271;23;1;0;52607;1;47.88;52032.44;YES
16221;44;1;0;130743;1;56.86;130060.68;YES
20366;37;1;1;59358;1;50.77;58748.76;YES
28583;43;1;1;54025;1;58.93;53317.84;YES
24977;48;1;1;79556;1;52.52;78925.76;YES
22988;57;1;0;128521;0;52.14;127895.32;NO
21042;45;1;1;51642;1;60.33;50918.04;YES
22825;45;2;0;52484;1;48.06;51907.28;YES
29385;34;2;0;30051;1;54.72;29394.36;YES
26269;40;1;1;25495;0;46.72;24934.36;NO
18335;54;1;1;136250;1;52.89;135615.32;YES
19525;37;2;0;51351;1;50.49;50745.12;YES
22072;34;2;0;134516;1;54.09;133866.92;YES
17240;24;1;0;58340;1;47.92;57764.96;YES
29014;47;1;1;78194;1;51.27;77578.76;YES
11814;27;1;1;27849;0;44.95;27309.6;NO
25304;24;2;0;31315;0;45.82;30765.16;NO
28364;29;1;2;133103;1;55.68;132434.84;YES
15070;28;2;0;85953;1;53.66;85309.08;YES
21073;31;2;0;78356;1;53.89;77709.32;YES
19136;31;1;0;132022;1;59.88;131303.44;YES
21074;32;1;0;103281;1;52.11;102655.68;YES
27164;25;2;0;36326;0;47.59;35754.92;NO
17610;32;2;0;80632;1;51.45;80014.6;YES
29291;33;1;0;54443;0;48.16;53865.08;NO
27808;31;1;1;53720;1;51.27;53104.76;YES
13715;44;1;2;138094;1;57.58;137403.04;YES
23204;33;2;0;81168;0;53.38;80527.44;NO
19846;53;1;0;110907;1;51.67;110286.96;YES
18077;50;1;0;55051;0;48.71;54466.48;NO
14192;47;1;1;60460;1;50.25;59857;YES
12436;42;1;0;113065;0;56.2;112390.6;NO
12751;26;2;0;78659;1;51.01;78046.88;YES
26370;31;1;1;60825;1;49.8;60227.4;YES
17751;38;2;0;51307;1;54.85;50648.8;YES
21357;56;2;1;135850;1;53.04;135213.52;YES
26851;33;2;0;56139;0;50.17;55536.96;NO
19939;47;1;0;106292;1;54.08;105643.04;YES
17590;26;1;1;86492;1;53.3;85852.4;YES
22922;29;2;0;78270;1;49.89;77671.32;YES
16231;41;1;1;76306;1;51.6;75686.8;YES
20954;22;2;0;26611;0;49.1;26021.8;NO
27727;18;2;0;53598;0;50;52998;NO
24268;46;1;1;55540;1;48.25;54961;YES
12908;26;1;0;138508;0;52.1;137882.8;NO
24938;58;1;0;103553;1;50.42;102947.96;YES
20842;36;2;0;106124;1;61.62;105384.56;YES
13827;19;1;0;87137;0;50.42;86531.96;NO
26825;30;1;0;53321;0;56.64;52641.32;NO
22442;28;2;0;106613;1;51.41;105996.08;YES
23344;39;2;0;53096;1;47.62;52524.56;YES
28227;41;2;0;60793;1;52.1;60167.8;YES
16411;33;2;0;30763;0;59.24;30052.12;NO
12925;31;1;0;135185;0;52.68;134552.84;NO
28605;40;2;0;57677;0;59.09;56967.92;NO
16051;40;1;1;78065;1;59.07;77356.16;YES
15535;33;1;1;82159;1;55.33;81495.04;YES
14684;32;1;1;104925;1;60.88;104194.44;YES
24098;32;2;0;53762;1;50.67;53153.96;YES
15718;21;1;0;85651;0;50.85;85040.8;NO
17774;29;1;1;78680;1;50.72;78071.36;YES
17709;36;1;0;138681;1;53.75;138036;YES
27781;32;2;0;86677;1;53.75;86032;YES
15057;38;2;0;84713;1;50.43;84107.84;YES
27418;48;2;0;102387;1;51.8;101765.4;YES
13647;27;2;0;26017;0;47.35;25448.8;NO
13807;32;2;0;78140;1;56.06;77467.28;YES
22804;42;1;0;57071;0;49.02;56482.76;NO
22117;44;1;0;36338;0;47;35774;NO
26032;32;1;0;55936;0;48.44;55354.72;NO
18593;32;2;0;59776;0;49.16;59186.08;NO
25858;51;2;0;53200;0;50.59;52592.92;NO
26154;34;1;2;33934;1;50.69;33325.72;YES
28521;27;2;0;58601;0;49.56;58006.28;NO
27768;30;2;0;78945;0;51.41;78328.08;NO
26883;21;2;0;32044;0;48.07;31467.16;NO
16325;84;2;1;112047;1;53.7;111402.6;YES
26991;25;1;0;79952;1;49.27;79360.76;YES
20805;42;1;0;35702;1;52.27;35074.76;YES
27333;48;1;1;57286;1;48.22;56707.36;YES
13902;28;1;0;57036;1;49.26;56444.88;YES
21475;49;1;1;82552;1;52.33;81924.04;YES
15883;51;1;1;130517;1;55.81;129847.28;YES
25781;53;2;0;32990;1;48.65;32406.2;YES
25045;23;1;0;35976;0;46.76;35414.88;NO
15594;30;2;0;80570;1;52.34;79941.92;YES
13306;41;1;0;58899;1;48.79;58313.52;YES
13666;24;2;0;61956;0;52.08;61331.04;NO
28613;41;1;0;27870;0;46.65;27310.2;NO
14676;30;2;0;51704;1;52.13;51078.44;YES
28427;20;2;0;105891;0;54.67;105234.96;NO
15213;36;1;0;82216;1;49.39;81623.32;YES
18588;31;2;0;58372;0;48.93;57784.84;NO
18841;61;1;1;56626;1;52.89;55991.32;YES
13288;33;1;0;53367;0;55.4;52702.2;NO
22022;19;2;0;28750;0;45.95;28198.6;NO
13197;53;1;0;59994;0;49.44;59400.72;NO
14174;52;1;1;54516;1;51.71;53895.48;YES
14092;19;2;0;53750;1;51.76;53128.88;YES
11646;28;2;0;57716;1;52.75;57083;YES
23358;23;1;0;28383;0;46.04;27830.52;NO
17853;24;2;0;36569;0;51.24;35954.12;NO
12786;41;1;2;109581;1;54.34;108928.92;YES
21487;48;2;0;76776;1;50.13;76174.44;YES
20772;39;2;0;137727;1;54.32;137075.16;YES
18376;41;1;1;55340;1;51.74;54719.12;YES
12046;23;2;0;27779;0;49.83;27181.04;NO
17154;48;1;0;56833;1;51.51;56214.88;YES
28498;38;2;0;33026;1;49.25;32435;YES
14114;25;1;0;78520;0;50.52;77913.76;NO
12137;64;1;0;54573;1;47.49;54003.12;YES
26009;38;1;1;128329;1;61.65;127589.2;YES
24857;43;1;1;57689;1;52.41;57060.08;YES
28106;20;1;0;36575;1;46.85;36012.8;YES
18182;48;2;0;32896;0;49.24;32305.12;NO
20140;39;1;0;81432;1;51.21;80817.48;YES
20370;43;1;1;34554;0;52.58;33923.04;NO
12631;53;2;1;54375;1;50.17;53772.96;YES
11743;39;1;2;111563;1;57.54;110872.52;YES
20516;50;1;1;85889;1;52.65;85257.2;YES
28268;36;2;0;62077;1;50.78;61467.64;YES
20481;35;1;1;78344;1;59.05;77635.4;YES
17194;43;1;1;52349;1;57.08;51664.04;YES
12747;25;2;0;61820;0;50.47;61214.36;NO
20784;38;1;1;128425;1;62.7;127672.6;YES
28419;35;1;2;84402;1;53.02;83765.76;YES
17301;33;2;0;108902;0;58.43;108200.84;NO
18786;29;2;0;62372;1;48.62;61788.56;YES
11666;26;1;0;133099;1;52.28;132471.64;YES
25275;21;2;0;85962;1;54.34;85309.92;YES
12095;49;1;0;129522;0;55.38;128857.44;NO
27681;46;1;1;34135;1;47.29;33567.52;YES
25471;32;1;0;59521;0;55.15;58859.2;NO
19282;39;1;1;34487;1;48.22;33908.36;YES
21913;17;2;0;54306;1;50.16;53704.08;YES
15408;43;2;0;79606;0;53.6;78962.8;NO
27018;31;2;0;77126;1;56.14;76452.32;YES
24186;37;2;0;59362;1;51.25;58747;YES
12382;24;2;0;34019;0;47.17;33452.96;NO
24211;28;2;0;129567;1;56.05;128894.4;YES
18010;32;2;0;60667;1;54.42;60013.96;YES
27794;64;1;0;138022;0;52.27;137394.76;NO
12253;20;2;0;53629;0;50.52;53022.76;NO
14287;38;2;0;107890;1;60.61;107162.68;YES
20945;21;2;0;83477;0;52.7;82844.6;NO
20449;21;2;0;25978;0;47.12;25412.56;NO
16027;51;1;0;57948;0;48.43;57366.84;NO
12339;21;2;0;27626;0;46.56;27067.28;NO
22364;38;1;0;52502;1;48.7;51917.6;YES
21545;47;1;0;32859;0;45.89;32308.32;NO
24830;32;1;0;34470;1;47.09;33904.92;YES
16797;48;1;0;33994;1;45.66;33446.08;YES
25590;26;2;0;56889;0;50.49;56283.12;NO
14784;29;2;0;31101;1;49.86;30502.68;YES
26642;39;1;1;79698;1;50.87;79087.56;YES
28262;36;1;1;110846;1;54.4;110193.2;YES
28872;26;2;0;57466;0;50.07;56865.16;NO
27488;46;1;1;57090;1;49.65;56494.2;YES
23565;20;2;0;82037;0;53.06;81400.28;NO
18737;38;2;0;52717;1;53.41;52076.08;YES
16443;18;2;0;79118;0;54.45;78464.6;NO
26350;31;1;2;36501;1;49.32;35909.16;YES
17786;29;2;0;86737;1;54.73;86080.24;YES
14663;38;1;1;58529;1;52.36;57900.68;YES
17477;55;2;1;107870;1;54.49;107216.12;YES
27255;25;1;0;58953;0;49.24;58362.12;NO
21474;48;1;1;77607;1;59.43;76893.84;YES
25188;61;1;0;59464;0;48.8;58878.4;NO
16358;23;1;0;57786;1;48.42;57204.96;YES
15137;25;1;0;31877;0;45.99;31325.12;NO
16471;84;1;0;53308;1;48.79;52722.52;YES
27252;26;1;0;137943;1;53.09;137305.92;YES
29241;35;2;0;106718;0;54.84;106059.92;NO
14290;40;2;0;61966;1;58.95;61258.6;YES
22638;29;2;0;59016;0;51.56;58397.28;NO
23813;38;2;0;57754;1;48.17;57175.96;YES
27806;35;2;0;87499;0;50.38;86894.44;NO
11358;18;2;0;109789;1;56.08;109116.04;YES
24524;29;1;0;104035;1;50.96;103423.48;YES
24477;36;2;0;78413;1;58.54;77710.52;YES
26084;35;1;0;78396;0;57.17;77709.96;NO
21460;52;1;0;54441;1;48.93;53853.84;YES
26383;41;2;0;28711;0;49.9;28112.2;NO
17694;24;2;0;129067;1;56.02;128394.76;YES
20972;60;1;1;105772;1;55.16;105110.08;YES
28476;55;2;0;83057;0;53.46;82415.48;NO
25464;31;1;1;56598;1;49.14;56008.32;YES
19325;30;1;1;33503;1;48.4;32922.2;YES
16937;35;1;0;135358;1;54.12;134708.56;YES
21272;28;2;0;110952;1;54.93;110292.84;YES
24367;28;2;0;136281;0;52.04;135656.52;NO
11296;61;2;0;134033;1;55.46;133367.48;YES
21341;59;1;1;129502;1;55.27;128838.76;YES
24698;24;2;0;58387;1;49.15;57797.2;YES
17001;34;2;0;102948;0;51.16;102334.08;NO
22930;29;1;0;131323;1;51.91;130700.08;YES
13309;61;1;0;77470;0;50.18;76867.84;NO
24776;25;1;0;129777;1;52.31;129149.28;YES
15401;43;2;0;33196;0;48.73;32611.24;NO
21741;41;1;1;110863;1;55.6;110195.8;YES
26672;31;1;1;130832;1;52.82;130198.16;YES
15600;28;1;1;30556;1;49.53;29961.64;YES
25137;29;1;0;108692;1;51.87;108069.56;YES
27996;60;1;2;54780;1;47.84;54205.92;YES
28472;59;1;0;57568;0;48.27;56988.76;NO
18395;35;1;1;53935;0;55.7;53266.6;NO
11534;38;2;0;130831;1;58.54;130128.52;YES
11851;34;2;0;83616;0;49.82;83018.16;NO
27684;47;1;2;86932;1;51.3;86316.4;YES
21415;23;2;0;58625;0;49.4;58032.2;NO
23444;23;2;0;61912;0;53.54;61269.52;NO
25180;36;2;0;56625;0;50.28;56021.64;NO
15954;34;1;0;61679;0;56.42;61001.96;NO
20881;30;2;0;31747;1;45.5;31201;YES
13253;39;1;0;57426;1;48.98;56838.24;YES
16278;33;1;1;80987;1;52.32;80359.16;YES
11780;25;2;0;129957;1;56.52;129278.76;YES
14246;55;2;0;77879;0;50.3;77275.4;NO
15369;41;1;1;57127;1;51.07;56514.16;YES
18985;52;1;1;137656;1;53.96;137008.48;YES
17298;29;2;0;60980;0;51.34;60363.92;NO
26822;30;2;0;77129;1;50.78;76519.64;YES
20341;36;1;0;28823;0;53.19;28184.72;NO
19272;54;1;1;61604;0;51.95;60980.6;NO
21479;49;1;1;128522;1;63.76;127756.88;YES
29308;34;2;0;81712;0;62.06;80967.28;NO
15417;56;2;0;61014;1;48.48;60432.24;YES
24433;43;1;1;54006;1;52.3;53378.4;YES
13642;26;1;1;55564;1;51.25;54949;YES
12983;38;1;1;61859;1;50.51;61252.88;YES
24919;27;1;1;54863;1;49.85;54264.8;YES
21409;38;1;0;86170;1;57.81;85476.28;YES
11336;35;1;0;137384;0;59.3;136672.4;NO
16406;29;1;1;84889;1;51.96;84265.48;YES
16218;43;1;1;57287;1;49.56;56692.28;YES
15278;23;2;0;84251;0;51.3;83635.4;NO
12511;19;2;0;62358;1;51.02;61745.76;YES
18311;22;1;0;76478;1;50.38;75873.44;YES
19043;52;1;3;107557;1;53.97;106909.36;YES
17947;38;2;0;58563;1;51.12;57949.56;YES
21204;31;2;0;54102;0;50.26;53498.88;NO
11480;24;1;0;51078;1;47.6;50506.8;YES
29424;23;1;0;34597;0;46.38;34040.44;NO
11619;24;2;0;108617;0;52.64;107985.32;NO
27633;35;1;0;33567;1;48.82;32981.16;YES
24305;37;2;0;52678;1;59.35;51965.8;YES
22680;33;1;0;112763;0;57.19;112076.72;NO
18056;30;2;0;77225;0;53.05;76588.4;NO
27272;26;1;1;33801;1;49.81;33203.28;YES
24078;32;1;2;106603;1;63.16;105845.08;YES
13996;50;1;2;55675;1;48.79;55089.52;YES
24693;17;2;0;56549;0;51.02;55936.76;NO
16044;39;1;1;132332;1;56.95;131648.6;YES
21931;36;1;1;53591;1;53.92;52943.96;YES
13441;35;1;2;31874;1;50.76;31264.88;YES
13505;41;1;1;110250;1;52.39;109621.32;YES
